Sequence number,Code,Time of departure/entry,Departure aerodrome,Arrival aerodrome,Flight identification,Main Exemption code,Type of aircraft,Operator,Aircraft Registration,Comment1,Flight date,IFPLID,Planned_aerodrome,Charging_zone_overflow,Entry_point,Exit_point,Sup_exemption_code,Source of the Aircraft Address,24-bit Aircraft Address,Comment2,case7,case8,case9,case10,case13,case15,case16,case18,ccrArrival,front_alg_fr,premier_plot_fr,modes_fr,Type_Avion_Survol
9755,F,2059,LFMN,LFPO,EJU479C  ,Z,A320   ,Z  ,OEINA    ,,240321,AA57092226,,,,,,,440159,,EJU479C,IS ,A320/M,SDE2E3FGHIJ1RWXYZ/LB1 ,LFMN2015 ,N0430F340 BADOD UZ12 BULOL UM733 IDAVO DCT ARDOL ,LFPO0104 LFPG ,"CODE/440159 DAT/V DOF/240321 EET/LFFF0008 IFP/MODESASP NAV/RNP2 OPR/EJU ORGN/EDDFEZYX PER/C REG/OEINA RMK/TCAS PAX FLT RVR/075 SEL/AGKQ)
",NICE,False,2005.0,440159,A320
9757,F,1238,LFPO,LIML,EJU47QR  ,Z,A320   ,Z  ,OEIVT    ,,240321,AA57083778,,,,,,,4400EB,,EJU47QR,IS ,A320/M,SDE2E3FGHIJ1RWXYZ/LB1 ,LFPO1230 ,N0423F350 OKASI DCT OKEKO DCT MOU/N0429F350 DCT MADIV DCT MOKIP DCT TUFTA DCT GVA DCT MOBLO/N0385F290 DCT LURAG/N0334F190 M135 TOP ,LIML0107 LIME ,"CODE/4400EB DAT/V DOF/240321 EET/LSAS0036 LFFF0038 LIMM0042 IFP/MODESASP NAV/RNP2 OPR/EJU ORGN/EDDFEZYX PER/C REG/OEIVT RMK/TCAS PAX FLT RVR/075 SEL/MPCF)
",ORL,False,1238.0,4400EB,A320
9760,F,608,LFPO,LFMN,EJU486J  ,Z,A320   ,Z  ,OEIVL    ,,240321,AA57075861,,,,,,,440090,,EJU486J,IS ,A320/M,SDE2E3FGHIJ1RWXYZ/LB1 ,LFPO0600 ,N0428F370 LATRA DCT LAMUT DCT UTUVA DCT LERGA DCT LIQID UY30 LATAM UY22 NISAR ,LFMN0058 LIMJ ,"CODE/440090 DAT/V DOF/240321 EET/LFMM0053 IFP/MODESASP NAV/RNP2 OPR/EJU ORGN/EDDFEZYX PER/C REG/OEIVL RMK/TCAS PAX FLT RVR/075 SEL/DQBP)
",ORL,False,608.0,440090,A320
9761,F,1001,LFMN,LFPO,EJU489T  ,Z,A320   ,Z  ,OEINF    ,,240321,AA57081471,,,,,,,440237,,EJU489T,IS ,A320/M,SDE2E3FGHIJ1RWXYZ/LB1 ,LFMN0850 ,N0426F340 BADOD UZ12 BULOL UM733 IDAVO DCT ARDOL ,LFPO0106 LFPG ,"CODE/440237 DAT/V DOF/240321 EET/LFFF0008 IFP/MODESASP NAV/RNP2 OPR/EJU ORGN/EDDFEZYX PER/C REG/OEINF RMK/TCAS PAX FLT RVR/075 SEL/BQDE)
",NICE,False,907.0,440237,A320
9762,F,1904,LFLL,LFBD,EJU489V  ,Z,A319   ,Z  ,OELQP    ,,240321,AA57095524,,,,,,,4405B6,,EJU489V,IS ,A319/M,SDE2E3FGIJ1RWXYZ/LB1 ,LFLL1902 ,N0384F280 BELEP UP860 TIS DCT VALKU DCT PECNO/N0383F290 DCT LMG ,LFBD0045 LFBO ,"CODE/4405B6 DAT/V DOF/240321 EET/LFFF0007 LFBB0036 IFP/MODESASP NAV/RNP 2 OPR/EJU ORGN/EDDFEZYX PER/C REG/OELQP RMK/TCAS PAX FLT RVR/075 SEL/DFAR)
",LYON,False,1906.0,4405B6,A319
9763,F,2025,LFMN,LIPZ,EJU48ET  ,Z,A320   ,Z  ,OEICP    ,,240321,AA57093048,,,,,,,440036,,EJU48ET,IS ,A320/M,SDE2E3FGHIJ1RWXYZ/LB1 ,LFMN2025 ,N0340F180 BASIP Y15 GEN/N0433F360 DCT MONEB DCT ROBAS DCT GIBLO DCT OSKOR L615 ADOSA L612 ALBET ,LIPZ0055 LIME ,"CODE/440036 DAT/V DOF/240321 EET/LIMM0005 IFP/MODESASP NAV/RNP2 OPR/EJU ORGN/EDDFEZYX PER/C REG/OEICP RMK/TCAS PAX FLT RVR/075 SEL/BGEP)
",NICE,False,2026.0,440036,A320
9767,F,1125,LFSB,LPPT,EJU48TK  ,Z,A320   ,Z  ,OEIJQ    ,,240321,AA57081562,,,,,,,44083C,,EJU48TK,IS ,A320/M,SDE2E3FGHIJ1RWXYZ/LB1 ,LFSB1100 ,N0426F330 OLBEN Z50 ROTOS Z669 ULMES DCT NINTU UN869 REPSI/N0436F390 DCT LERGA DCT MINSO DCT NARAK DCT AGN DCT PIPOR DCT PPN N976 ARDID DCT INBOM ,LPPT0216 LPFR ,"CODE/44083C DAT/V DOF/240321 EET/LSAS0001 LFFF0018 LECM0108 LPPC0147 NAV/RNP2 OPR/EJU ORGN/EDDFEZYX PER/C REG/OEIJQ RMK/TCAS PAX FLT RVR/075 SEL/EHCL)
",BALE,False,1056.0,44083C,A320
9768,F,1146,LFBO,GMMX,EJU4969  ,Z,A319   ,Z  ,OELKO    ,,240321,AA57082776,,,,,,,44009E,,EJU4969,IS ,A319/M,SDE2E3FGIJ1RWXYZ/LB1 ,LFBO1145 ,N0389F290 GAUDE DCT LATEK/N0394F310 DCT PPN/N0430F390 DCT MIRPO DCT DGO DCT NEA L14 ADINO DCT RAKOD DCT ELVAR DCT ALAGU DCT AMSEL UR722 MABAP ,GMMX0223 GMMN ,"CODE/44009E DAT/V DOF/240321 EET/LFFF0006 LECM0020 LPPC0113 GMMM0141 NAV/RNP 2 OPR/EJU ORGN/EDDFEZYX PER/C REG/OELKO RMK/TCAS PAX FLT RVR/075 SEL/DECJ TALT/LFMT)
",TOUL,False,1147.0,44009E,A319
9770,F,637,LFLL,LFBD,EJU497G  ,Z,A319   ,Z  ,OELKP    ,,240321,AA57076167,,,,,,,440018,,EJU497G,IS ,A319/M,SDE2E3FGIJ1RWXYZ/LB1 ,LFLL0615 ,N0388F280 BELEP UP860 TIS DCT LMG ,LFBD0045 LFLL LFMT ,"CODE/440018 DAT/V DOF/240321 EET/LFFF0006 LFBB0036 IFP/MODESASP NAV/RNP 2 OPR/EJU ORGN/EDDFEZYX PER/C REG/OELKP RMK/TCAS PAX FLT RVR/075 SEL/KPJQ)
",LYON,False,639.0,440018,A319
9771,F,756,LFLL,LFBD,EJU497G  ,Z,A319   ,Z  ,OELKP    ,,240321,AA57076167,,,,,,,440018,,nan,nan,nan,nan,nan,nan,nan,nan,BORD,False,639.0,440018,A319
9776,F,2058,LFMN,LFRS,EJU503Y  ,Z,A319   ,Z  ,OELKX    ,,240321,AA57092447,,,,,,,440C36,,EJU503Y,IS ,A319/M,SDE2E3FGIJ1RWXYZ/LB1 ,LFMN2005 ,N0427F380 BODRU UM616 NOQAS DCT LERGA DCT VALKU DCT PECNO/N0421F370 DCT LMG/N0360F240 DCT MANAK ,LFRS0110 LFPG ,"CODE/440C36 DAT/V DOF/240321 EET/LFFF0007 LFBB0105 LFRR0107 IFP/MODESASP NAV/RNP 2 OPR/EJU ORGN/EDDFEZYX PER/C REG/OELKX RMK/TCAS PAX FLT RVR/075 SEL/CMFP)
",NICE,False,2030.0,440C36,A319
9777,F,1553,LFRN,LFMN,EJU505W  ,Z,A319   ,Z  ,OELQN    ,,240321,AA57088030,,,,,,,440170,,EJU505W,IS ,A319/M,SDE2E3FGIJ1RWXYZ/LB1 ,LFRN1550 ,N0403F310 GODAN UN862 TERPO UM616 TUPAR DCT DIDRU DCT BEBIX/N0401F300 DCT VALKU/N0387F290 DCT LERGA DCT LIQID UY30 LATAM UY22 NISAR ,LFMN0120 LIMJ ,"CODE/440170 DAT/V DOF/240321 EET/LFFF0007 LFMM0115 IFP/MODESASP NAV/RNP 2 OPR/EJU ORGN/EDDFEZYX PER/C REG/OELQN RMK/TCAS PAX FLT RVR/075 SEL/LQFG)
",RENN,False,1550.0,440170,A319
9778,F,2025,LFPG,LIPZ,EJU50CB  ,Z,A320   ,Z  ,OEICN    ,,240321,AA57108248,,,,,,,44001F,,EJU50CB,IS ,A320/M,SDE2E3FGHIJ1RWXYZ/LB1 ,LFPG1955 ,N0432F390 BUBLI DCT LANVI DCT BEGAR DCT ELMUR DCT RESIA DCT ATPED DCT TAGIP DCT MOVOR DCT ADOSA L612 ALBET ,LIPZ0117 LIPX ,"CODE/44001F DAT/V DOF/240321 EET/EDUU0037 LSAS0041 LIMM0056 IFP/MODESASP NAV/RNP2 OPR/EJU ORGN/EDDFEZYX PER/C REG/OEICN RMK/TCAS PAX FLT RVR/075 SEL/MRLQ)
",CDG,False,2025.0,44001F,A320
9781,F,939,LFSB,LIRN,EJU50QA  ,Z,A20N   ,Z  ,OELSW    ,,240321,AA57088961,,,,,,,4400B3,,EJU50QA,IS ,A20N/M,SDE2E3FGHIJ1RWXYZ/LB1G1 ,LFSB0924 ,N0437F390 ELBEG Y715 AMRUP N491 TRA N850 GERSA Z50 RESIA DCT ATPED DCT TAGIP DCT MOVOR DCT ADOSA DCT EVULI DCT ERIKA ,LIRN0120 LIRA ,"CODE/4400B3 DAT/V DOF/240321 EET/EDGG0004 EDUU0008 LSAS0009 LIMM0025 LIRR0050 IFP/MODESASP NAV/RNP2 OPR/EJU ORGN/EDDFEZYX PER/C REG/OELSW RMK/TCAS PAX FLT RVR/075 SEL/DEBG)
",BALE,False,940.0,4400B3,A20N
9783,F,1132,LFRS,LFBO,EJU510Z  ,Z,A319   ,Z  ,OELKM    ,,240321,AA57082557,,,,,,,440625,,EJU510Z,IS ,A319/M,SDE2E3FGIJ1RWXYZ/LB1 ,LFRS1136 ,N0368F250 LUGEN UM184 TUPAR DCT CNA DCT UVELI DCT SECHE ,LFBO0043 LEBL LFMT ,"CODE/440625 DAT/V DOF/240321 EET/LFFF0007 LFBB0036 IFP/MODESASP NAV/RNP 2 OPR/EJU ORGN/EDDFEZYX PER/C REG/OELKM RMK/TCAS PAX FLT RVR/075 SEL/FJLP)
",NANT,False,1134.0,440625,A319
9787,F,1653,LFLL,LPPR,EJU51EH  ,Z,A320   ,Z  ,OEINP    ,,240321,AA57088369,,,,,,,4402F1,,EJU51EH,IS ,A320/M,SDE2E3FGHIJ1RWXYZ/LB1 ,LFLL1635 ,N0426F370 REPSI DCT LERGA DCT MINSO DCT NARAK DCT AGN DCT PIPOR/N0431F390 DCT PPN DCT MIRPO DCT DGO DCT NEA DCT ZMR L155 ADORO DCT INKIT ,LPPR0134 LEST ,"CODE/4402F1 DAT/V DOF/240321 EET/LFFF0007 LECM0045 LPPC0119 NAV/RNP2 OPR/EJU ORGN/EDDFEZYX PER/C REG/OEINP RMK/TCAS PAX FLT RVR/075 SEL/BRAK)
",LYON,False,1643.0,4402F1,A320
9788,F,857,LFMN,LFPO,EJU524V  ,Z,A320   ,Z  ,OEIVL    ,,240321,AA57080292,,,,,,,440090,,EJU524V,IS ,A320/M,SDE2E3FGHIJ1RWXYZ/LB1 ,LFMN0755 ,N0425F340 BADOD UZ12 BULOL UM733 IDAVO DCT ARDOL ,LFPO0105 LFPG ,"CODE/440090 DAT/V DOF/240321 EET/LFFF0007 IFP/MODESASP NAV/RNP2 OPR/EJU ORGN/EDDFEZYX PER/C REG/OEIVL RMK/TCAS PAX FLT RVR/075 SEL/DQBP)
",NICE,False,803.0,440090,A320
9789,F,1507,LFPG,GMMX,EJU52KE  ,Z,A320   ,Z  ,OEIVN    ,,240321,AA57086056,,,,,,,4400B9,,EJU52KE,IS ,A320/M,SDE2E3FGHIJ1RWXYZ/LB1 ,LFPG1440 ,N0429F350 LGL UT176 TERPO UN872 ERIGA/N0431F390 DCT FUJTI DCT BAKUP DCT BATAX DCT PINOX DCT BIRBA DCT AMSEL UR722 SAK UW900 SLK UZ801 VALBA UG850 OBOGA ,GMMX0251 GMMN ,"CODE/4400B9 DAT/V DOF/240321 EET/LECM0057 LPPC0121 LECM0127 LPPC0128 LECM0139 LPPC0141 GMMM0211 NAV/RNP2 OPR/EJU ORGN/EDDFEZYX PER/C REG/OEIVN RMK/TCAS PAX FLT RVR/075 SEL/GPDH)
",CDG,False,1506.0,4400B9,A320
9790,F,753,LFLL,LIPZ,EJU52KF  ,Z,A320   ,Z  ,OEICP    ,,240321,AA57081290,,,,,,,440036,,EJU52KF,IS ,A320/M,SDE2E3FGHIJ1RWXYZ/LB1 ,LFLL0755 ,N0352F230 RISOR UT47 GEMLA/N0407F330 DCT VANAS DCT MEDAM DCT NITAM DCT MOGBO/N0401F320 DCT TZO DCT OSKOR DCT NEVNI DCT NOBMI DCT ELTAR DCT IDREK DCT ADOSA L612 ALBET ,LIPZ0055 LIPH ,"CODE/440036 DAT/V DOF/240321 EET/LFFF0007 LIMM0016 IFP/MODESASP NAV/RNP2 OPR/EJU ORGN/EDDFEZYX PER/C REG/OEICP RMK/TCAS PAX FLT RVR/075 SEL/BGEP)
",LYON,False,756.0,440036,A320
9794,F,2107,LFPG,LPPT,EJU52YZ  ,Z,A21N   ,Z  ,OEISB    ,,240321,AA57092894,,,,,,,440611,,EJU52YZ,IS ,A21N/M,SDE2E3FGHIJ1RWXYZ/LB1 ,LFPG2020 ,N0438F350 LGL UT176 TERPO UN872 ERIGA/N0442F370 UZ218 FUJTI DCT BAKUP DCT BATAX DCT INBOM ,LPPT0156 LPFR ,"CODE/440611 DAT/V DOF/240321 EET/LECM0057 LPPC0121 NAV/RNP2 OPR/EJU ORGN/EDDFEZYX PER/C REG/OEISB RMK/TCAS PAX FLT RVR/075 SEL/ACMQ)
",CDG,False,2106.0,440611,A21N
9795,F,1721,LFLL,LFBO,EJU539A  ,Z,A320   ,Z  ,OEINO    ,,240321,AA57088880,,,,,,,4402F0,,EJU539A,IS ,A320/M,SDE2E3FGHIJ1RWXYZ/LB1 ,LFLL1705 ,N0350F210 REPSI DCT LERGA DCT MINSO DCT NARAK ,LFBO0041 LFMP ,"CODE/4402F0 DAT/V DOF/240321 EET/LFFF0007 LFBB0030 IFP/MODESASP NAV/RNP2 OPR/EJU ORGN/EDDFEZYX PER/C REG/OEINO RMK/TCAS PAX FLT RVR/075 SEL/GMLQ)
",LYON,False,1714.0,4402F0,A320
9797,F,1458,LFBD,LFLL,EJU53CR  ,Z,A320   ,Z  ,OEINP    ,,240321,AA57087640,,,,,,,4402F1,,EJU53CR,IS ,A320/M,SDE2E3FGHIJ1RWXYZ/LB1 ,LFBD1445 ,N0374F250 SAU DCT SECHE DCT NARAK/N0381F260 DCT DITEV DCT MEN DCT NINUN UN871 MEZIN ,LFLL0047 LFLS ,"CODE/4402F1 DAT/V DOF/240321 EET/LFFF0007 LFMM0043 IFP/MODESASP NAV/RNP2 OPR/EJU ORGN/EDDFEZYX PER/C REG/OEINP RMK/TCAS PAX FLT RVR/075 SEL/BRAK TALT/LFMT)
",MERI,False,1502.0,4402F1,A320
9801,F,1321,LFLL,LFBD,EJU541D  ,Z,A320   ,Z  ,OEINP    ,,240321,AA57084404,,,,,,,4402F1,,EJU541D,IS ,A320/M,SDE2E3FGHIJ1RWXYZ/LB1 ,LFLL1305 ,N0368F240 BELEP UP860 TIS DCT VALKU DCT PECNO/N0368F250 DCT LMG ,LFBD0043 LFMP LFMT ,"CODE/4402F1 DAT/V DOF/240321 EET/LFFF0007 LFBB0035 IFP/MODESASP NAV/RNP2 OPR/EJU ORGN/EDDFEZYX PER/C REG/OEINP RMK/TCAS PAX FLT RVR/075 SEL/BRAK TALT/LFLS)
",LYON,False,1326.0,4402F1,A320
9802,F,620,LFBO,LFPO,EJU543K  ,Z,A319   ,Z  ,OELKM    ,,240321,AA57076195,,,,,,,440625,,EJU543K,IS ,A319/M,SDE2E3FGIJ1RWXYZ/LB1 ,LFBO0615 ,N0387F280 FISTO DCT PERIG DCT DIBAG DCT TUDRA DCT BEVOL UT158 AMB ,LFPO0052 LFPG ,"CODE/440625 DAT/V DOF/240321 EET/LFFF0007 IFP/MODESASP NAV/RNP 2 OPR/EJU ORGN/EDDFEZYX PER/C REG/OELKM RMK/TCAS PAX FLT RVR/075 SEL/FJLP TALT/LFMT)
",TOUL,False,620.0,440625,A319
9803,F,2025,LFPO,LIRN,EJU54FD  ,Z,A320   ,Z  ,OEICR    ,,240321,AA57107695,,,,,,,440469,,EJU54FD,IS ,A320/M,SDE2E3FGHIJ1RWXYZ/LB1 ,LFPO2010 ,N0434F390 BUBLI UG42 LUVAL DCT SHARA DCT DEVDI DCT ODINA DCT SRN DCT LOMED DCT GENGI DCT EVULI DCT ERIKA ,LIRN0151 LIBD ,"CODE/440469 DAT/V DOF/240321 EET/LSAS0039 EDUU0039 LIMM0051 LIRR0116 IFP/MODESASP NAV/RNP2 OPR/EJU ORGN/LTNOOCR PER/C REG/OEICR RMK/TCAS PAX FLT RVR/075 SEL/LPCG)
",ORL,False,2025.0,440469,A320
9806,F,820,LFQQ,LFBO,EJU569P  ,Z,A319   ,Z  ,OELKO    ,,240321,AA57080657,,,,,,,44009E,,EJU569P,IS ,A319/M,SDE2E3FGIJ1RWXYZ/LB1 ,LFQQ0810 ,N0379F290 CMB UM728 RESMI UN857 DISAK/N0401F330 DCT DIRMO DCT GUERE DCT EVPOK DCT NARAK ,LFBO0109 LEBL LFMT ,"CODE/44009E DAT/V DOF/240321 EET/LFBB0052 IFP/MODESASP NAV/RNP 2 OPR/EJU ORGN/EDDFEZYX PER/C REG/OELKO RMK/TCAS PAX FLT RVR/075 SEL/DECJ)
",LILE,False,815.0,44009E,A319
9807,F,1453,LFLL,LEBL,EJU56EZ  ,Z,A320   ,Z  ,OEIJE    ,,240321,AA57085553,,,,,,,440713,,EJU56EZ,IS ,A320/M,SDE2E3FGHIJ1RWXYZ/LB1 ,LFLL1405 ,N0384F290 ROMAM UY23 MTL UT161 DIVKO UN975 NILDU N975 BISBA ,LEBL0102 LERS ,"CODE/440713 DAT/V DOF/240321 EET/LFFF0007 LECB0037 NAV/RNP2 OPR/EJU ORGN/EDDFEZYX PER/C REG/OEIJE RMK/TCAS PAX FLT RVR/075 SEL/JPAL)
",LYON,False,1457.0,440713,A320
9808,F,1744,LFPG,LIRP,EJU56FB  ,Z,A320   ,Z  ,OEICF    ,,240321,AA57089915,,,,,,,440019,,EJU56FB,IS ,A320/M,SDE2E3FGHIJ1RWXYZ/LB1 ,LFPG1731 ,N0432F390 BUBLI UG42 LUVAL DCT BEGAR/N0428F390 DCT ODINA DCT SRN/N0327F190 L153 BEROK ,LIRP0122 LIPX ,"CODE/440019 DAT/V DOF/240321 EET/EDUU0038 LSAS0041 LIMM0053 NAV/RNP2 OPR/EJU ORGN/EDDFEZYX PER/C REG/OEICF RMK/TCAS PAX FLT RVR/075 SEL/CKBQ)
",CDG,False,1744.0,440019,A320
9812,F,537,LFBD,GMMX,EJU57EZ  ,Z,A320   ,Z  ,OEIVZ    ,,240321,AA57075297,,,,,,,4402AE,,EJU57EZ,IS ,A320/M,SDE2E3FGHIJ1RWXYZ/LB1 ,LFBD0530 ,N0415F330 VAVIX DCT NETUK/N0435F390 DCT PPN N10 CJN L27 BLN N869 GALTO UN869 SLK UZ801 VALBA UG850 OBOGA ,GMMX0215 GMMN ,"CODE/4402AE DAT/V DOF/240321 EET/LFFF0007 LECM0018 GMMM0129 NAV/RNP2 OPR/EJU ORGN/EDDFEZYX PER/C REG/OEIVZ RMK/TCAS PAX FLT RVR/075 SEL/CKFS)
",MERI,False,539.0,4402AE,A320
9814,F,1735,LFPO,EDDB,EJU58EL  ,Z,A320   ,Z  ,OEINE    ,,240321,AA57088902,,,,,,,4401F7,,EJU58EL,IS ,A320/M,SDE2E3FGHIJ1RWXYZ/LB1 ,LFPO1700 ,N0436F380 RANUX UN858 LIPNI/N0436F390 UN858 LIMGO DCT MASEK T278 KLF DCT ,EDDB0132 EDDC ,"CODE/4401F7 DAT/V DOF/240321 EET/EBUR0028 EDUU0032 EDWW0123 IFP/MODESASP NAV/RNP2 OPR/EJU ORGN/EDDFEZYX PER/C REG/OEINE RMK/TCAS PAX FLT RVR/075 SEL/AMHQ)
",ORL,False,1725.0,4401F7,A320
9815,F,616,LFPG,LEMD,EJU58HR  ,Z,A320   ,Z  ,OEIVE    ,,240321,AA57076066,,,,,,,440057,,EJU58HR,IS ,A320/M,SDE2E3FGHIJ1RWXYZ/LB1 ,LFPG0610 ,N0427F390 AGOPA DCT ARKIP DCT ARMAL DCT ARTAX DCT BEBIX DCT LMG DCT UVELI DCT OSMOB DCT VAVIX DCT NETUK N857 VASUM/N0408F350 N857 BANEV ,LEMD0131 LEVC ,"CODE/440057 DAT/V DOF/240321 EET/LECM0059 NAV/RNP2 OPR/EJU ORGN/EDDFEZYX PER/C REG/OEIVE RMK/TCAS PAX FLT RVR/075 SEL/QRJP)
",CDG,False,616.0,440057,A320
9816,F,951,LFBD,LFLL,EJU594N  ,Z,A319   ,Z  ,OELQX    ,,240321,AA57080040,,,,,,,440172,,EJU594N,IS ,A319/M,SDE2E3FGIJ1RWXYZ/LB1 ,LFBD0945 ,N0356F250 SAU DCT SECHE DCT NARAK/N0359F260 DCT DITEV DCT MEN DCT NINUN UN871 MEZIN ,LFLL0045 LFMT LSGG ,"CODE/440172 DAT/V DOF/240321 EET/LFFF0007 LFMM0035 IFP/MODESASP NAV/RNP 2 OPR/EJU ORGN/EDDFEZYX PER/C REG/OELQX RMK/TCAS PAX FLT RVR/075 SEL/FJKP TALT/LFMT)
",MERI,False,954.0,440172,A319
9817,F,1206,LFBO,LFPO,EJU596V  ,Z,A320   ,Z  ,OEINA    ,,240321,AA57082083,,,,,,,440159,,EJU596V,IS ,A320/M,SDE2E3FGHIJ1RWXYZ/LB1 ,LFBO1130 ,N0396F280 FISTO DCT PERIG DCT DIBAG DCT TUDRA DCT BEVOL UT158 AMB ,LFPO0053 LFPG ,"CODE/440159 DAT/V DOF/240321 EET/LFFF0007 IFP/MODESASP NAV/RNP2 OPR/EJU ORGN/EDDFEZYX PER/C REG/OEINA RMK/TCAS PAX FLT RVR/075 SEL/AGKQ TALT/LFMT)
",TOUL,False,1211.0,440159,A320
9819,F,954,LFMN,LSGG,EJU59DH  ,Z,A319   ,Z  ,OELKF    ,,240321,AA57080150,,,,,,,440582,,EJU59DH,IS ,A319/M,SDE2E3FGIJ1RWXYZ/LB1 ,LFMN0950 ,N0367F240 IRMAR DCT KINES ,LSGG0037 LIMF ,"CODE/440582 DAT/V DOF/240321 EET/LFFF0009 LIMM0019 LFFF0021 LFMM0029 LSAS0034 LFMM0035 LSAS0035 IFP/MODESASP NAV/RNP 2 OPR/EJU ORGN/EDDFEZYX PER/C REG/OELKF RMK/TCAS PAX FLT RVR/075 SEL/MRFS)
",NICE,False,956.0,440582,A319
9822,F,1817,LFPO,LFMN,EJU604G  ,Z,A320   ,Z  ,OEINA    ,,240321,AA57089846,,,,,,,440159,,EJU604G,IS ,A320/M,SDE2E3FGHIJ1RWXYZ/LB1 ,LFPO1801 ,N0429F370 LATRA DCT LAMUT DCT UTUVA DCT LERGA DCT LIQID UY30 LATAM UY22 NISAR ,LFMN0059 LIMJ ,"CODE/440159 DAT/V DOF/240321 EET/LFMM0054 IFP/MODESASP NAV/RNP2 OPR/EJU ORGN/EDDFEZYX PER/C REG/OEINA RMK/TCAS PAX FLT RVR/075 SEL/AGKQ)
",ORL,False,1813.0,440159,A320
9827,F,1722,LFPG,LIMC,EJU61FY  ,Z,A319   ,Z  ,OELQG    ,,240321,AA57095525,,,,,,,440181,,EJU61FY,IS ,A319/M,SDE2E3FGIJ1RWXYZ/LB1 ,LFPG1704 ,N0421F350 OKASI DCT OKEKO DCT MOU/N0428F350 DCT MADIV DCT MOKIP DCT TUFTA DCT GVA/N0421F350 DCT MOBLO/N0385F290 DCT LURAG/N0333F190 M135 ASTIG ,LIMC0117 LIMF ,"CODE/440181 DAT/V DOF/240321 EET/LSAS0040 LFFF0042 LIMM0047 IFP/MODESASP NAV/RNP 2 OPR/EJU ORGN/EDDFEZYX PER/C REG/OELQG RMK/TCAS PAX FLT RVR/075 SEL/DEJS)
",CDG,False,1721.0,440181,A319
9828,F,1523,LFPG,LICC,EJU61JL  ,Z,A320   ,Z  ,OEIVJ    ,,240321,AA57087869,,,,,,,440088,,EJU61JL,IS ,A320/M,SDE2E3FGHIJ1RWXYZ/LB1 ,LFPG1515 ,N0429F390 OKASI DCT OKEKO DCT MOU DCT MADIV DCT MOKIP DCT TUFTA DCT KOGAS DCT MEDAM DCT NITAM DCT MOGBO DCT BAKRO DCT BETOT DCT RUVIP DCT RONAB DCT GIANO DCT BEKIV DCT ENEPA DCT LIBRO ,LICC0215 LICB ,"CODE/440088 DAT/V DOF/240321 EET/LIMM0049 LIRR0111 NAV/RNP2 OPR/EJU ORGN/EDDFEZYX PER/C REG/OEIVJ RMK/TCAS PAX FLT RVR/075 SEL/DHEL)
",CDG,False,1523.0,440088,A320
9829,F,1930,LFLL,LIRF,EJU61MX  ,Z,A320   ,Z  ,OEIJE    ,,240321,AA57090266,,,,,,,440713,,EJU61MX,IS ,A320/M,SDE2E3FGHIJ1RWXYZ/LB1 ,LFLL1810 ,N0375F230 RISOR UT47 GEMLA/N0403F310 DCT VANAS DCT MEDAM/N0427F350 DCT NITAM DCT MOGBO DCT ELB DCT ELKAP ,LIRF0104 LIRA ,"CODE/440713 DAT/V DOF/240321 EET/LFFF0007 LIMM0017 LIRR0039 IFP/MODESASP NAV/RNP2 OPR/EJU ORGN/EDDFEZYX PER/C REG/OEIJE RMK/TCAS PAX FLT RVR/075 SEL/JPAL)
",LYON,False,1934.0,440713,A320
9830,F,1500,LFLL,LPPT,EJU61NL  ,Z,A320   ,Z  ,OEIZH    ,,240321,AA57090666,,,,,,,440209,,EJU61NL,IS ,A320/M,SDE2E3FGHIJ1RWXYZ/LB1 ,LFLL1345 ,N0429F370 REPSI DCT LERGA DCT MINSO DCT NARAK DCT AGN DCT LATEK/N0433F390 DCT PPN DCT MIRPO DCT DGO N976 ARDID DCT INBOM ,LPPT0155 LPFR ,"CODE/440209 DAT/V DOF/240321 EET/LFFF0008 LECM0045 LPPC0125 NAV/RNP2 OPR/EJU ORGN/EDDFEZYX PER/C REG/OEIZH RMK/TCAS PAX FLT RVR/075 SEL/FPHM TALT/LFLS)
",LYON,False,1450.0,440209,A320
9831,F,1130,LFPO,LIRN,EJU61WT  ,Z,A320   ,Z  ,OEINF    ,,240321,AA57082241,,,,,,,440237,,EJU61WT,IS ,A320/M,SDE2E3FGHIJ1RWXYZ/LB1 ,LFPO1115 ,N0435F390 BUBLI UG42 LUVAL DCT SHARA DCT DEVDI DCT RIPUS DCT GERSA DCT SOSON DCT ODINA/N0427F370 DCT SRN DCT LOMED DCT GENGI DCT EVULI DCT ERIKA ,LIRN0151 LIRA ,"CODE/440237 DAT/V DOF/240321 EET/EDUU0038 LSAS0039 LIMM0052 LIRR0117 IFP/MODESASP NAV/RNP2 OPR/EJU ORGN/EDDFEZYX PER/C REG/OEINF RMK/TCAS PAX FLT RVR/075 SEL/BQDE)
",ORL,False,1125.0,440237,A320
9832,F,2041,LFPG,LFMN,EJU624B  ,Z,A320   ,Z  ,OEIJR    ,,240321,AA57108866,,,,,,,440037,,EJU624B,IS ,A320/M,SDE2E3FGHIJ1RWXYZ/LB1 ,LFPG2010 ,N0430F370 LATRA DCT LAMUT DCT UTUVA DCT LERGA DCT LIQID UY30 LATAM UY22 NISAR ,LFMN0104 LFML ,"CODE/440037 DAT/V DOF/240321 EET/LFMM0058 IFP/MODESASP NAV/RNP2 OPR/EJU ORGN/LTNOOCR PER/C REG/OEIJR RMK/TCAS PAX FLT RVR/075 SEL/BSGJ)
",CDG,False,2041.0,440037,A320
